sex,age,annhrs,annlabinc,degree,yrsexp,yrsftexp,yrsptexp,hrwage,race,job,region
2,29,1960,45760.0,0.0,6.0,6.0,0.0,23.34693909,2,15,0
2,31,2000,59000.0,0.0,5.0,4.0,1.0,29.5,2,8,2
2,25,1920,25000.0,0.0,7.0,5.0,2.0,13.02083302,0,13,2
2,30,1250,2500.0,0.0,6.0,0.0,6.0,2.0,0,2,2
2,49,1724,40000.0,1.0,30.0,22.0,8.0,23.20185661,2,11,0
2,54,2017,26500.0,0.0,35.0,35.0,0.0,13.13832378,0,13,2
2,34,1760,20500.0,0.0,11.0,7.0,4.0,11.64772701,0,9,0
2,44,2040,12000.0,0.0,5.0,5.0,0.0,5.882352829,0,11,2
2,56,2488,22100.0,0.0,37.0,34.0,3.0,8.882637024,2,17,0
2,30,1960,34000.0,0.0,12.0,12.0,0.0,17.34693909,2,13,0
2,42,1872,15000.0,0.0,22.0,22.0,0.0,8.012820244,2,7,0
2,32,2138,50000.0,1.0,12.0,7.0,5.0,23.386343,2,12,1
2,28,1515,40000.0,2.0,7.0,3.0,4.0,26.40263939,0,10,1
2,54,1860,6542.0,1.0,24.0,22.0,2.0,3.517204285,2,15,1
2,28,1750,12000.0,0.0,8.0,7.0,1.0,6.857142925,1,7,1
2,59,2250,49000.0,0.0,30.0,23.0,7.0,21.77777863,2,12,0
2,31,1999,9540.0,0.0,6.0,6.0,0.0,4.772386074,2,12,2
2,35,1771,28000.0,0.0,13.0,13.0,0.0,15.81027699,0,13,1
2,26,2080,50000.0,1.0,7.0,7.0,0.0,24.03846169,2,1,3
2,27,2335,43000.0,2.0,3.0,3.0,0.0,18.41541672,2,19,1
2,26,1191,7000.0,0.0,7.0,1.0,6.0,5.87741375,0,17,0
2,31,2016,23000.0,1.0,10.0,9.0,1.0,11.40873051,2,1,0
2,29,2014,27000.0,0.0,9.0,9.0,0.0,13.40615654,2,12,0
2,44,1960,45000.0,1.0,26.0,26.0,0.0,22.95918274,0,4,2
2,40,1980,46000.0,0.0,20.0,20.0,0.0,23.23232269,0,13,2
2,42,1920,19000.0,0.0,18.0,18.0,0.0,9.895833015,2,4,2
2,32,1859,31000.0,0.0,14.0,8.0,6.0,16.67563248,2,12,1
2,30,2250,34000.0,2.0,9.0,9.0,0.0,15.11111069,2,3,0
2,31,1622,48000.0,2.0,11.0,6.0,5.0,29.59309578,2,19,0
2,31,1778,40000.0,0.0,9.0,7.0,2.0,22.49718857,2,13,0
2,34,1887,19000.0,0.0,13.0,7.0,6.0,10.06889248,0,13,2
2,50,1872,41300.0,0.0,31.0,29.0,2.0,22.06196594,2,12,3
2,43,1764,14000.0,0.0,14.0,4.0,10.0,7.936507702,2,13,0
2,26,1850,10000.0,0.0,4.0,2.0,2.0,5.405405521,0,11,2
2,60,1455,25800.0,0.0,26.0,26.0,0.0,17.73195839,2,13,2
2,30,1424,16000.0,1.0,6.0,4.0,2.0,11.23595524,2,11,0
2,38,1750,15000.0,0.0,16.0,11.0,5.0,8.571428299,2,13,1
2,32,1800,17500.0,0.0,14.0,8.0,6.0,9.722222328,0,17,0
2,36,1608,3543.0,0.0,9.0,5.0,4.0,2.203358173,2,13,2
2,29,2600,49000.0,0.0,11.0,11.0,0.0,18.84615326,2,4,1
2,44,2538,24600.0,0.0,18.0,18.0,0.0,9.692671776,2,13,2
2,51,1413,35000.0,0.0,32.0,31.0,1.0,24.76999283,2,13,0
2,30,2805,52000.0,0.0,12.0,12.0,0.0,18.53832436,2,4,2
2,50,2550,20000.0,0.0,11.0,5.0,6.0,7.843137264,2,15,0
2,35,2000,17000.0,0.0,17.0,17.0,0.0,8.5,2,12,0
2,40,2259,68800.0,2.0,16.0,11.0,5.0,30.4559536,2,8,0
2,35,2115,50000.0,0.0,11.0,8.0,3.0,23.64066124,2,3,2
2,31,1966,24000.0,0.0,13.0,13.0,0.0,12.20752811,2,13,1
2,26,2000,22000.0,0.0,3.0,2.0,1.0,11.0,0,9,2
2,39,1250,16000.0,0.0,18.0,17.0,1.0,12.80000019,0,13,2
2,28,2544,3600.0,0.0,10.0,10.0,0.0,1.415094376,2,7,0
2,26,2000,40000.0,2.0,8.0,4.0,4.0,20.0,2,13,0
2,44,1716,42000.0,1.0,15.0,8.0,7.0,24.4755249,2,11,1
2,42,1110,12900.0,0.0,24.0,18.0,6.0,11.62162209,0,11,1
2,54,2048,16000.0,0.0,34.0,34.0,0.0,7.8125,0,2,2
2,37,2510,53000.0,0.0,18.0,16.0,2.0,21.11553764,2,8,1
2,35,1776,29000.0,0.0,16.0,11.0,5.0,16.32882881,2,19,1
2,37,1912,28000.0,0.0,19.0,17.0,2.0,14.64435101,2,13,3
2,60,1928,45000.0,0.0,35.0,35.0,0.0,23.34024811,2,8,0
2,26,2448,16000.0,2.0,8.0,1.0,7.0,6.5359478,2,10,1
2,42,2313,23000.0,0.0,18.0,15.0,3.0,9.943796158,0,7,3
2,30,2821,13200.0,0.0,10.0,8.0,2.0,4.679191589,0,7,2
2,29,1656,5000.0,1.0,10.0,7.0,3.0,3.019323587,2,13,3
2,58,1944,40000.0,0.0,24.0,19.0,5.0,20.57613182,0,4,3
2,35,2310,29740.0,1.0,14.0,11.0,3.0,12.87445927,2,11,0
2,31,1330,30000.0,1.0,12.0,10.0,2.0,22.55639076,2,8,1
2,32,2080,59000.0,2.0,12.0,12.0,0.0,28.36538506,2,11,0
2,61,2016,16000.0,0.0,36.0,36.0,0.0,7.936507702,0,15,2
2,40,2000,19500.0,0.0,21.0,21.0,0.0,9.75,0,13,0
2,49,1880,42000.0,0.0,26.0,24.0,2.0,22.34042549,0,13,2
2,38,2300,23000.0,0.0,20.0,20.0,0.0,10.0,0,12,2
2,25,1960,32000.0,0.0,6.0,5.0,1.0,16.32653046,2,12,2
2,39,2020,13000.0,0.0,21.0,21.0,0.0,6.435643673,0,13,2
2,33,2232,10191.0,0.0,15.0,11.0,4.0,4.565860271,0,15,2
2,29,2064,22000.0,0.0,7.0,6.0,1.0,10.65891457,2,13,2
2,43,2075,13400.0,1.0,15.0,15.0,0.0,6.457831383,2,11,1
2,34,1517,20000.0,0.0,14.0,13.0,1.0,13.18391609,0,9,3
2,39,2024,6000.0,0.0,15.0,13.0,2.0,2.964426994,0,3,0
2,49,1380,3000.0,1.0,4.0,1.0,3.0,2.173913002,2,13,1
2,32,2600,15000.0,0.0,12.0,10.0,2.0,5.769230843,0,17,3
2,36,2295,30000.0,0.0,9.0,4.0,5.0,13.0718956,1,13,2
2,27,1692,28650.0,1.0,8.0,3.0,5.0,16.93262482,2,11,2
2,31,1250,12500.0,0.0,13.0,8.0,5.0,10.0,2,7,0
2,49,2860,32000.0,1.0,29.0,29.0,0.0,11.1888113,0,17,2
2,27,2084,18200.0,0.0,6.0,3.0,3.0,8.733205795,0,13,0
2,32,2001,13331.0,0.0,10.0,7.0,3.0,6.66216898,2,15,1
2,35,2074,14000.0,0.0,12.0,12.0,0.0,6.75024128,0,13,2
2,58,2056,27300.0,0.0,33.0,33.0,0.0,13.27820969,2,13,2
2,25,2040,30552.0,0.0,3.0,1.0,2.0,14.97647095,0,13,3
2,46,1512,39000.0,2.0,25.0,25.0,0.0,25.79365158,0,11,2
2,51,1470,7434.0,0.0,31.0,23.0,8.0,5.057142735,0,7,2
2,32,2365,25000.0,0.0,12.0,10.0,2.0,10.57082462,2,7,0
2,60,1580,14810.0,1.0,38.0,38.0,0.0,9.373417854,2,11,0
2,51,1728,42000.0,0.0,29.0,29.0,0.0,24.30555534,2,8,2
2,46,2258,28500.0,0.0,28.0,26.0,2.0,12.62178898,2,9,0
2,42,1814,40000.0,0.0,23.0,23.0,0.0,22.0507164,0,13,0
2,33,1560,20000.0,2.0,15.0,12.0,3.0,12.82051277,2,11,2
2,33,1722,35200.0,1.0,14.0,9.0,5.0,20.44134712,2,11,1
2,64,2800,20000.0,0.0,35.0,35.0,0.0,7.142857075,2,15,0
2,27,1796,34000.0,0.0,7.0,6.0,1.0,18.93095779,0,9,2
2,51,1440,37000.0,1.0,27.0,22.0,5.0,25.69444466,2,13,2
2,48,1732,25000.0,0.0,25.0,17.0,8.0,14.43418026,2,12,0
2,58,2100,6000.0,0.0,37.0,37.0,0.0,2.857142925,0,13,1
2,54,2142,32000.0,0.0,21.0,13.0,8.0,14.93930912,2,15,3
2,32,1892,16866.0,0.0,14.0,14.0,0.0,8.914376259,2,8,3
2,42,1195,12000.0,0.0,14.0,6.0,8.0,10.04184055,2,8,2
2,45,1920,43000.0,0.0,26.0,25.0,1.0,22.39583397,2,12,0
2,42,1000,3200.0,0.0,11.0,8.0,3.0,3.200000048,0,2,2
2,54,1367,19500.0,0.0,31.0,26.0,5.0,14.26481342,2,11,2
2,33,2380,20000.0,0.0,15.0,15.0,0.0,8.40336132,2,17,0
2,59,1464,11250.0,0.0,29.0,20.0,9.0,7.684426308,2,7,0
2,27,2570,8000.0,1.0,8.0,4.0,4.0,3.112840414,0,15,2
2,27,2040,17000.0,0.0,9.0,9.0,0.0,8.333333015,0,13,0
2,38,2020,6125.0,0.0,18.0,15.0,3.0,3.032178164,0,15,2
2,45,2040,9000.0,0.0,25.0,24.0,1.0,4.411764622,0,15,2
2,48,2080,35000.0,0.0,26.0,25.0,1.0,16.82692337,0,13,2
2,60,2050,14555.0,0.0,14.0,14.0,0.0,7.099999905,2,17,3
2,25,1542,4000.0,0.0,5.0,1.0,4.0,2.594033718,2,7,2
2,38,1560,9040.0,0.0,7.0,2.0,5.0,5.794871807,0,7,2
2,29,2097,40000.0,2.0,8.0,5.0,3.0,19.07486916,0,19,2
2,55,1168,5200.0,0.0,37.0,32.0,5.0,4.452054977,0,15,0
2,32,2500,12000.0,0.0,11.0,8.0,3.0,4.800000191,2,15,2
2,64,2132,30784.0,0.0,40.0,40.0,0.0,14.43902397,0,11,2
2,54,1472,10000.0,0.0,23.0,19.0,4.0,6.793478489,2,11,2
2,46,1488,8100.0,0.0,10.0,5.0,5.0,5.443548203,0,7,0
2,26,2045,12000.0,0.0,8.0,8.0,0.0,5.867970467,2,17,2
2,33,1012,21000.0,0.0,10.0,10.0,0.0,20.75098801,2,19,0
2,40,1950,28000.0,0.0,17.0,17.0,0.0,14.35897446,2,17,2
2,43,2080,21000.0,0.0,12.0,4.0,8.0,10.09615421,0,20,0
2,32,1960,56000.0,1.0,12.0,8.0,4.0,28.5714283,2,13,3
2,46,1828,30500.0,0.0,27.0,27.0,0.0,16.68490219,0,20,2
2,62,1960,30000.0,0.0,34.0,29.0,5.0,15.30612278,2,13,0
2,55,2080,26000.0,0.0,21.0,20.0,1.0,12.5,2,15,2
2,27,1820,9000.0,0.0,6.0,0.0,6.0,4.945055008,2,7,3
2,51,2480,10400.0,0.0,26.0,23.0,3.0,4.193548203,0,11,1
2,30,1850,14000.0,0.0,11.0,6.0,5.0,7.567567348,0,20,2
2,39,1672,35000.0,0.0,21.0,16.0,5.0,20.93301392,2,19,0
2,25,1820,23000.0,0.0,7.0,7.0,0.0,12.63736248,2,7,1
2,32,2074,17000.0,0.0,13.0,13.0,0.0,8.196721077,2,17,2
2,26,1404,16562.0,0.0,6.0,6.0,0.0,11.79629612,0,15,2
2,31,2268,16000.0,0.0,9.0,9.0,1.0,7.054673672,2,7,0
2,43,2080,22880.0,0.0,20.0,20.0,0.0,11.0,0,13,1
2,29,1750,12000.0,0.0,8.0,6.0,2.0,6.857142925,2,13,0
2,48,2740,49000.0,0.0,24.0,24.0,0.0,17.88321114,2,13,0
2,59,2272,62000.0,0.0,32.0,22.0,10.0,27.28873253,2,15,0
2,30,1092,8736.0,0.0,8.0,5.0,3.0,8.0,0,9,2
2,43,1167,25000.0,2.0,22.0,22.0,0.0,21.42245102,2,11,1
2,59,2235,32000.0,0.0,41.0,41.0,0.0,14.31767368,2,17,0
2,36,2080,32000.0,0.0,13.0,13.0,0.0,15.38461494,2,13,0
2,43,2112,31600.0,0.0,13.0,10.0,3.0,14.96212101,2,13,3
2,31,1677,36000.0,1.0,13.0,10.0,3.0,21.46690559,2,17,0
2,48,2151,44800.0,1.0,24.0,18.0,6.0,20.82752228,2,6,0
2,36,2000,49000.0,1.0,13.0,13.0,0.0,24.5,2,12,1
2,25,2072,15500.0,0.0,6.0,6.0,0.0,7.480694771,2,13,3
2,47,2040,24000.0,0.0,18.0,12.0,6.0,11.76470566,2,13,0
2,58,1877,49000.0,0.0,33.0,33.0,0.0,26.10548782,2,13,2
2,43,1800,53000.0,2.0,16.0,13.0,3.0,29.44444466,0,11,2
2,41,1020,10000.0,0.0,11.0,10.0,1.0,9.8039217,2,9,3
2,38,2796,25810.0,0.0,10.0,10.0,0.0,9.231044769,0,15,2
2,53,1920,40000.0,1.0,29.0,27.0,2.0,20.83333397,0,11,0
2,41,1960,37240.0,0.0,17.0,17.0,0.0,19.0,0,12,2
2,57,2012,26000.0,0.0,35.0,35.0,0.0,12.92246532,2,13,0
2,45,2080,25000.0,0.0,24.0,23.0,1.0,12.01923084,2,13,2
2,47,1760,25000.0,0.0,28.0,28.0,0.0,14.20454502,2,13,0
2,51,1799,12400.0,0.0,23.0,20.0,3.0,6.892718315,2,7,0
2,39,1750,30000.0,0.0,21.0,20.0,1.0,17.1428566,2,13,1
2,31,1920,50000.0,1.0,9.0,3.0,6.0,26.04166603,2,1,2
2,25,2040,34680.0,1.0,7.0,5.0,2.0,17.0,0,11,1
2,27,1715,16400.0,0.0,8.0,8.0,0.0,9.562682152,2,13,2
2,26,1750,15000.0,0.0,4.0,4.0,0.0,8.571428299,2,13,0
2,27,2032,17000.0,0.0,9.0,9.0,0.0,8.366141319,0,8,2
2,46,2008,26000.0,0.0,18.0,17.0,1.0,12.9482069,0,2,2
2,51,1976,22000.0,0.0,15.0,12.0,3.0,11.1336031,2,13,2
2,29,2102,49388.0,1.0,8.0,0.0,8.0,23.495718,0,8,2
2,44,1938,34000.0,1.0,18.0,13.0,5.0,17.54385948,2,19,1
2,39,1986,8000.0,0.0,8.0,8.0,0.0,4.028197289,2,13,2
2,26,2000,16000.0,0.0,5.0,5.0,0.0,8.0,0,15,0
2,53,1700,32000.0,0.0,23.0,23.0,0.0,18.8235302,2,12,0
2,34,2084,23000.0,0.0,14.0,14.0,0.0,11.03646851,0,9,2
2,25,2000,24000.0,0.0,5.0,4.0,1.0,12.0,2,12,3
2,50,2072,14500.0,0.0,29.0,29.0,0.0,6.998069286,0,7,2
2,46,1832,7000.0,0.0,8.0,8.0,0.0,3.82096076,2,20,0
2,45,1170,38000.0,0.0,19.0,12.0,7.0,32.47863388,2,8,2
2,33,2552,15000.0,0.0,14.0,14.0,0.0,5.877742767,2,7,2
2,26,1920,15000.0,0.0,8.0,4.0,4.0,7.8125,2,13,0
2,43,1984,9000.0,0.0,10.0,7.0,3.0,4.536290169,2,7,3
2,27,2016,14700.0,0.0,8.0,6.0,2.0,7.291666508,2,20,0
2,44,2344,13200.0,0.0,19.0,12.0,7.0,5.631399155,2,13,2
2,34,2000,8000.0,0.0,16.0,16.0,0.0,4.0,0,15,2
2,61,1960,44000.0,0.0,33.0,25.0,8.0,22.44898033,2,13,0
2,27,2184,29000.0,0.0,8.0,7.0,1.0,13.27838802,2,13,2
2,60,1560,8000.0,0.0,15.0,8.0,7.0,5.128205299,2,7,0
2,25,2024,10000.0,0.0,7.0,7.0,0.0,4.940711498,0,13,3
2,39,1000,4000.0,0.0,4.0,1.0,3.0,4.0,2,17,2
2,32,1880,37500.0,1.0,12.0,12.0,0.0,19.94680786,2,11,0
2,38,1920,31500.0,0.0,16.0,12.0,4.0,16.40625,2,4,2
2,31,1482,13000.0,0.0,13.0,9.0,4.0,8.771929741,2,13,3
2,27,1920,15000.0,0.0,8.0,8.0,0.0,7.8125,0,8,2
2,35,2315,62000.0,0.0,10.0,9.0,1.0,26.78185654,2,8,0
2,32,1880,40000.0,0.0,9.0,7.0,2.0,21.27659607,2,13,3
2,49,2032,12800.0,0.0,25.0,25.0,0.0,6.299212456,0,15,3
2,28,1275,3400.0,0.0,8.0,6.0,2.0,2.666666746,0,7,2
2,26,2550,40000.0,1.0,6.0,2.0,4.0,15.68627453,2,11,0
2,35,2040,34781.0,1.0,12.0,6.0,6.0,17.04950905,2,13,2
2,52,1680,15500.0,0.0,31.0,26.0,5.0,9.226190567,0,13,3
2,33,1500,30000.0,0.0,13.0,13.0,0.0,20.0,0,7,2
2,45,1943,6800.0,0.0,26.0,23.0,3.0,3.499742746,2,7,2
2,53,2028,6300.0,0.0,35.0,35.0,0.0,3.10650897,0,13,2
2,43,1868,9000.0,0.0,12.0,12.0,0.0,4.817986965,0,8,2
2,41,2450,27000.0,0.0,9.0,9.0,0.0,11.02040863,2,15,2
2,32,1518,14000.0,0.0,14.0,7.0,7.0,9.222661018,0,7,2
2,49,1920,48878.0,0.0,25.0,25.0,0.0,25.45729256,2,13,2
2,31,2058,38000.0,0.0,8.0,7.0,1.0,18.46452904,2,13,1
2,43,2184,17000.0,0.0,23.0,22.0,1.0,7.783882618,2,15,2
2,40,2080,33280.0,0.0,22.0,22.0,0.0,16.0,1,11,3
2,28,1768,11500.0,0.0,9.0,7.0,2.0,6.504524708,2,13,3
2,54,1850,11000.0,0.0,35.0,35.0,0.0,5.94594574,2,13,1
2,60,2169,15000.0,1.0,19.0,16.0,3.0,6.915629387,2,11,2
2,30,2100,61000.0,0.0,7.0,6.0,1.0,29.04761887,2,8,0
2,40,1862,18000.0,0.0,19.0,13.0,6.0,9.667024612,2,9,1
2,44,1900,11500.0,0.0,12.0,7.0,5.0,6.052631378,2,9,2
2,28,2250,38000.0,1.0,9.0,5.0,4.0,16.88888931,2,12,1
2,25,1196,18000.0,0.0,5.0,5.0,0.0,15.05016708,0,9,0
2,54,1816,49000.0,0.0,29.0,28.0,1.0,26.98237801,2,13,3
2,31,2250,10600.0,0.0,12.0,10.0,2.0,4.711111069,2,13,0
2,30,2558,22880.0,0.0,10.0,10.0,0.0,8.944487572,0,13,2
2,48,2040,55000.0,0.0,28.0,28.0,0.0,26.96078491,0,7,2
2,30,1720,12000.0,0.0,0.0,0.0,0.0,6.976744175,2,15,2
2,28,1976,52000.0,0.0,7.0,4.0,3.0,26.31579018,2,8,0
2,43,2064,54000.0,1.0,19.0,14.0,5.0,26.1627903,2,8,2
2,52,1353,28000.0,0.0,34.0,30.0,4.0,20.69475174,2,13,1
2,28,2352,26000.0,2.0,8.0,4.0,4.0,11.05442142,2,7,3
2,47,1952,8218.0,0.0,29.0,29.0,0.0,4.210041046,0,7,0
2,46,2600,21060.0,0.0,28.0,28.0,0.0,8.100000381,0,19,2
2,27,1750,24000.0,1.0,7.0,4.0,3.0,13.71428585,2,18,1
2,26,2080,24000.0,0.0,7.0,7.0,0.0,11.53846169,0,8,2
2,39,1840,32000.0,0.0,20.0,17.0,3.0,17.39130402,1,13,3
2,43,1928,30000.0,0.0,13.0,10.0,3.0,15.56016636,2,12,0
2,36,2100,12000.0,0.0,14.0,10.0,4.0,5.714285851,2,13,1
2,47,1211,14179.0,0.0,18.0,8.0,10.0,11.70850563,2,9,3
2,32,1960,35000.0,0.0,8.0,7.0,1.0,17.8571434,2,7,0
2,37,1040,5000.0,0.0,15.0,11.0,4.0,4.807692528,0,9,0
2,56,1950,6000.0,0.0,20.0,20.0,0.0,3.076923132,2,17,3
2,58,1880,34000.0,1.0,24.0,18.0,6.0,18.0851059,0,11,2
2,64,1764,45000.0,1.0,11.0,1.0,10.0,25.51020432,2,3,1
2,35,1944,57000.0,1.0,12.0,11.0,1.0,29.3209877,0,6,0
2,50,1410,41247.0,1.0,23.0,15.0,8.0,29.25319099,2,11,3
2,36,2080,42000.0,0.0,15.0,15.0,0.0,20.19230843,0,13,2
2,37,1960,36000.0,2.0,7.0,3.0,4.0,18.36734772,2,3,2
2,53,2000,20000.0,0.0,23.0,23.0,0.0,10.0,0,12,0
2,51,2064,31000.0,2.0,32.0,22.0,10.0,15.01937962,2,14,2
2,34,1890,19000.0,0.0,13.0,11.0,2.0,10.05290985,2,15,0
2,44,2500,50099.0,0.0,24.0,18.0,6.0,20.03960037,0,8,1
2,36,2060,9200.0,0.0,15.0,14.0,1.0,4.46601963,0,17,2
2,45,1920,34000.0,0.0,9.0,8.0,1.0,17.70833397,0,2,2
2,39,2570,48000.0,0.0,20.0,20.0,0.0,18.67704201,2,13,2
2,28,2500,50000.0,1.0,10.0,6.0,4.0,20.0,2,8,1
2,37,1920,42000.0,0.0,17.0,12.0,5.0,21.875,2,17,2
2,31,1821,20122.0,1.0,9.0,8.0,1.0,11.04997253,2,11,1
2,29,2080,43000.0,1.0,9.0,9.0,0.0,20.67307663,1,8,2
2,61,1976,12000.0,0.0,34.0,29.0,5.0,6.072874546,0,20,2
2,35,2153,11716.0,0.0,14.0,12.0,2.0,5.441709042,2,7,0
2,53,1440,28000.0,0.0,28.0,18.0,10.0,19.44444466,2,7,0
2,33,2361,7200.0,0.0,9.0,5.0,4.0,3.049555302,2,7,2
2,33,1763,21000.0,0.0,14.0,14.0,1.0,11.91151428,0,7,3
2,49,1428,6000.0,0.0,27.0,24.0,3.0,4.20168066,0,2,2
2,45,2026,21180.0,0.0,27.0,27.0,0.0,10.45409679,2,13,2
2,45,1982,25000.0,2.0,23.0,22.0,1.0,12.61352158,2,11,1
2,27,1440,23000.0,0.0,5.0,4.0,1.0,15.97222233,2,13,3
2,26,2142,5000.0,0.0,6.0,0.0,6.0,2.334267139,2,11,0
2,61,2024,10400.0,0.0,12.0,8.0,4.0,5.138339996,0,2,2
2,61,2024,56000.0,0.0,34.0,34.0,0.0,27.66798401,2,8,2
2,29,2015,65993.0,1.0,7.0,5.0,2.0,32.75086975,2,8,0
2,50,1764,25000.0,0.0,26.0,17.0,9.0,14.17233562,2,9,3
2,59,1275,14828.0,0.0,15.0,14.0,1.0,11.62980366,2,7,0
2,28,1880,8000.0,0.0,10.0,3.0,7.0,4.255319118,0,2,2
2,26,1560,14000.0,0.0,3.0,3.0,0.0,8.974358559,0,7,1
2,51,1920,22000.0,0.0,31.0,31.0,0.0,11.45833302,0,13,2
2,50,1000,6600.0,0.0,13.0,3.0,10.0,6.599999905,2,17,1
2,28,2440,25000.0,1.0,8.0,6.0,2.0,10.24590206,2,6,2
2,35,1976,50000.0,1.0,12.0,11.0,1.0,25.30364418,2,17,2
2,37,2073,32000.0,0.0,18.0,17.0,1.0,15.4365654,2,13,2
2,27,2068,11000.0,0.0,9.0,7.0,2.0,5.319149017,0,13,0
2,25,1600,4500.0,0.0,7.0,7.0,0.0,2.8125,2,9,0
2,25,1175,15000.0,0.0,7.0,0.0,7.0,12.76595783,2,6,1
2,50,1806,7000.0,0.0,19.0,11.0,8.0,3.875968933,0,16,2
2,29,1484,19000.0,1.0,11.0,6.0,5.0,12.8032341,2,11,0
2,48,1840,49000.0,0.0,29.0,29.0,0.0,26.63043404,0,11,2
2,48,2080,12900.0,0.0,13.0,8.0,5.0,6.201922894,0,15,2
2,26,2122,13462.0,0.0,8.0,3.0,5.0,6.344015121,2,15,0
2,57,1778,30226.0,0.0,38.0,31.0,7.0,17.0,0,13,2
2,59,1880,28000.0,0.0,36.0,36.0,0.0,14.89361668,2,13,0
2,43,1872,47500.0,1.0,18.0,18.0,0.0,25.37393188,0,11,2
2,27,2312,16500.0,0.0,9.0,7.0,2.0,7.136678219,2,13,2
2,33,2012,22000.0,0.0,5.0,1.0,4.0,10.93439388,2,11,2
2,37,1880,15500.0,0.0,19.0,19.0,0.0,8.244680405,0,13,0
2,52,2196,40000.0,1.0,33.0,23.0,10.0,18.2149353,2,11,2
2,27,2130,14915.0,0.0,6.0,4.0,2.0,7.002347469,2,13,1
2,39,1834,15000.0,0.0,9.0,1.0,8.0,8.178844452,2,20,1
2,35,2083,25000.0,0.0,11.0,9.0,2.0,12.0019207,2,15,2
2,46,1444,27000.0,0.0,19.0,10.0,9.0,18.69806099,2,11,2
2,26,1405,16000.0,2.0,4.0,1.0,3.0,11.38790035,2,13,1
2,27,1668,53000.0,1.0,6.0,5.0,1.0,31.77458,2,3,0
2,44,2132,19785.0,0.0,21.0,21.0,0.0,9.280018806,2,20,1
2,42,1568,45000.0,0.0,17.0,15.0,2.0,28.69898033,2,15,2
2,26,2337,9000.0,0.0,6.0,5.0,1.0,3.851091146,1,7,3
2,25,1792,29000.0,0.0,5.0,5.0,0.0,16.1830349,0,9,1
2,42,1748,18500.0,0.0,17.0,17.0,0.0,10.58352375,2,11,0
2,47,2000,33000.0,0.0,22.0,18.0,4.0,16.5,0,13,2
2,52,2000,40700.0,0.0,34.0,24.0,10.0,20.35000038,2,13,0
2,57,2048,28000.0,0.0,38.0,37.0,1.0,13.671875,2,13,0
2,39,2520,26000.0,0.0,20.0,20.0,0.0,10.31746006,0,11,2
2,31,2223,33000.0,0.0,10.0,7.0,3.0,14.84480476,0,20,3
2,49,1905,25000.0,0.0,26.0,22.0,4.0,13.12335968,0,13,1
2,40,1593,13000.0,0.0,8.0,1.0,7.0,8.160702705,2,19,2
2,25,2205,48100.0,1.0,6.0,1.0,5.0,21.8140583,1,17,1
2,28,1366,20000.0,0.0,4.0,3.0,1.0,14.64128876,2,13,3
2,32,2151,55000.0,1.0,11.0,8.0,3.0,25.56950188,0,3,2
2,48,2500,27550.0,0.0,29.0,24.0,5.0,11.02000046,2,13,3
2,43,2009,24000.0,0.0,24.0,24.0,0.0,11.94624233,2,8,3
2,30,1813,30000.0,0.0,11.0,11.0,0.0,16.54715919,2,8,2
2,54,1984,40000.0,0.0,34.0,34.0,0.0,20.16129112,0,17,2
2,28,2040,30000.0,0.0,7.0,7.0,0.0,14.70588207,0,12,3
2,27,1994,28000.0,0.0,7.0,3.0,4.0,14.04212666,2,13,3
2,49,1744,6000.0,0.0,30.0,30.0,0.0,3.440366983,0,9,2
2,37,2295,32000.0,0.0,18.0,18.0,0.0,13.94335556,2,17,2
2,51,1840,16500.0,0.0,33.0,33.0,0.0,8.967391014,0,13,0
2,44,2009,64500.0,0.0,25.0,21.0,4.0,32.10552597,2,8,3
2,46,2138,51000.0,1.0,19.0,12.0,7.0,23.85406876,2,10,0
2,26,2000,40000.0,1.0,8.0,3.0,5.0,20.0,2,11,0
2,59,1760,12500.0,0.0,16.0,16.0,0.0,7.102272511,2,15,2
2,61,2104,51500.0,0.0,38.0,38.0,0.0,24.4771862,0,12,2
2,55,2151,35000.0,0.0,24.0,21.0,3.0,16.27150154,2,3,0
2,46,1954,45000.0,0.0,27.0,26.0,1.0,23.02968216,2,8,0
2,64,1778,35900.0,0.0,37.0,36.0,1.0,20.19122696,2,8,0
2,33,2249,40000.0,1.0,14.0,9.0,5.0,17.78568268,2,8,2
2,37,1596,54000.0,2.0,17.0,12.0,5.0,33.8345871,2,8,0
2,46,1523,32054.0,0.0,22.0,13.0,9.0,21.04661942,2,9,2
2,26,2072,26000.0,0.0,6.0,5.0,1.0,12.5482626,2,9,3
2,56,1968,33689.0,0.0,30.0,30.0,0.0,17.11839485,2,13,3
2,52,1938,20000.0,0.0,33.0,32.0,1.0,10.31991768,2,8,2
2,58,2222,27078.0,0.0,28.0,25.0,3.0,12.1863184,2,12,2
2,54,2008,28000.0,0.0,36.0,36.0,0.0,13.9442234,0,13,2
2,35,2000,33000.0,1.0,17.0,17.0,0.0,16.5,2,12,2
2,31,2640,16800.0,1.0,13.0,9.0,4.0,6.363636494,2,13,2
2,33,2040,14000.0,0.0,14.0,13.0,1.0,6.862745285,2,17,2
2,59,2032,15000.0,0.0,29.0,20.0,9.0,7.38188982,2,13,2
2,45,2040,37000.0,0.0,27.0,27.0,0.0,18.13725471,0,15,2
2,61,1920,20898.0,0.0,24.0,22.0,2.0,10.88437462,2,13,3
2,26,1840,14000.0,0.0,8.0,8.0,0.0,7.608695507,2,3,2
